name,type_red,type_black,fen,branchs,steps,moves 
残局攻杀谱_其它的杀着(28).xqf,车炮双兵仕相,双车卒士象全,2b2ab2/4k1P2/3a5/6R2/2P1p4/6B2/9/6C2/1r5r1/3A1K3 w,1,13,g8f8 e8e9 g6e6 e9d9 e6e9 d9d8 g2d2 d7e8 c5d5 e8d7 f8e8 f9e8 d5e5
残局攻杀谱_单马类(03).xqf,单马,单象,3k5/9/b8/9/9/N8/9/9/9/4K4 w,1,13,a4b6 d9d8 b6c8 a7c9 c8d6 d8d9 d6f5 c9a7 f5d4 a7c5 d4c6 c5a7 c6a7
残局攻杀谱_双炮马类(02).xqf,车双炮双相,车炮卒双士,3ak3C/9/5a3/7C1/9/7R1/9/B3B4/3r1p3/1c2K4 w,1,13,h6h9 e9e8 h4h8 e8e7 i9i7 f7e8 h8h7 e8f7 h7h4 e7e8 h4h8 e8e9 i7i9
残局攻杀谱_双炮马类(15).xqf,马双炮双相,双马炮卒双士象,C3ka3/2C1a4/b1n5n/5N3/9/9/3c5/9/3p5/2B1K1B2 w,1,13,c8c9 c7b9 f6d7 e9d9 d7b8 d9e9 c9c7 b9d8 a9d9 d1d0 e0e1 d3d9 c7c9
残局攻杀谱_双车兵类(03).xqf,双车兵,车炮卒士象全,2b1k4/4a1P2/4ba3/9/4c4/7R1/9/8R/3r1p3/4K4 w,1,13,i2i9 e7g9 i9g9 e8f9 g9f9 e9e8 f9f8 e8e7 f8f7 e7e8 f7f8 e8e9 h4h9
残局攻杀谱_双车兵类(08).xqf,双车兵,双车士,5k3/7P1/4ra3/9/9/9/9/5RR2/4r4/5K3 w,1,13,g2g9 f9f8 g9g8 f8f9 g8e8 e1e0 f0f1 e7e8 f2f7 e8f8 f7f8 f9e9 h8g8
残局攻杀谱_双车双炮类(03).xqf,双车双炮相,双车马卒士象全,1R3ab2/3ka4/4b3n/8C/9/9/6p2/4C4/2r1r4/1R3KB2 w,1,13,b0b8 d8d7 b8b7 d7d8 b9b8 d8d9 b7d7 e8d7 b8d8 d9d8 i6d6 d7e8 e2d2
残局攻杀谱_双车炮类(36).xqf,双车炮仕相全,车马炮卒士象全,2bak3C/4a4/4c3b/7R1/2r6/6R2/1n7/4B4/4A4/2p1KAB2 w,1,13,h6h9 e8f9 h9h8 f9e8 g4g9 e8f9 g9g8 f9e8 h8h9 e8f9 g8e8 e9e8 h9h8
残局攻杀谱_双车炮类(37).xqf,双车炮双仕相,双车炮卒双士象,3rk4/2R1a4/4ba3/9/9/9/4r4/4C2R1/3pA4/c1BA1K3 w,1,13,h2h9 e8f9 c8f8 f7e8 e2h2 e3f3 f8f3 d1e1 h9f9 e8f9 h2h9 e7g9 f3e3
残局攻杀谱_双车炮类(38).xqf,双车炮相,车马炮卒士双象,2bk5/4a2C1/4b4/9/9/2R6/9/5nR2/4p4/3c1KB1r w,1,13,g2g9 e8f9 g9f9 d9d8 c4c8 d8d7 h8h7 e7g5 f9f7 g5e7 f7f8 e7g5 c8c7
残局攻杀谱_双车类(05).xqf,双车双仕相,车卒士象全,2bak4/4a4/4b4/9/9/5R1R1/9/3AB4/1r1p5/4KA3 w,1,13,h4h9 e7g9 h9g9 e8f9 g9f9 e9e8 f9f8 e8e9 f4e4 d9e8 e4e8 e9d9 f8f9
残局攻杀谱_双车马炮类(20).xqf,双车马炮双仕相,双车马炮士象全,3aka1r1/5R3/4b3n/9/5Nb2/3R5/9/1c1C5/4AK3/2BA2r2 w,1,13,d4d9 e9d9 f5d6 d9e9 d6c8 e9d9 f8d8 d9e9 d8d7 e9e8 d2e2 e7c9 c8e7
残局攻杀谱_双车马炮类(21).xqf,双车马炮双相,双车双马卒士象全,2ba5/4akN2/n3b1n2/6R2/4r4/9/9/1R3C3/1p2r4/2BK2B2 w,1,13,g6f6 e8f7 b2b8 d9e8 f6b6 g7f5 b8e8 f8f9 e8e9 f9f8 b6b8 a7c8 b8c8
残局攻杀谱_双车马类(05).xqf,双车马,车马双卒士象全,3rkab2/4a4/4b3n/1N7/9/1R7/9/5p3/4p4/1R3K3 w,1,13,b6c8 d9d8 b4b9 e8d9 b9d9 e9e8 c8d6 e8f8 d9d8 f9e8 d8e8 f8f9 b0b9
残局攻杀谱_双车马类(07).xqf,双车马仕,车双卒双士象,3ak4/3Ra4/b5N2/1R2p4/9/9/9/9/5p1r1/3AK4 w,1,13,d8d9 e8d9 b6e6 d9e8 e6e8 e9d9 e8e9 d9d8 g7e6 d8d7 e6f8 d7d8 e9d9
残局攻杀谱_双车马类(11).xqf,双车马仕,车马卒双士象,3ak4/4a4/4b4/9/4N4/1R2R4/9/3A2n2/3r1p3/4K4 w,1,13,e5d7 e8d7 e4e7 d7e8 e7e8 e9f9 e8e9 f9f8 b4b8 d9e8 b8e8 f8f7 e9f9
残局攻杀谱_双车马类(24).xqf,双车马相,车马炮卒双士,3k5/4aN3/2R2a3/5n3/9/2R6/9/Br7/6p2/c4K3 w,1,13,c7c9 d9d8 c9c8 d8d9 c8e8 b2b0 e8e0 f7e8 c4c9 d9d8 f8e6 d8d7 c9c7
残局攻杀谱_双车马类(25).xqf,双车马,车三卒双士象,3rka3/4a4/4b4/1R1N5/9/3p1R3/9/9/2p1p4/3K5 w,1,13,d6c8 d9d8 b6b9 e8d9 b9d9 e9e8 d9d8 e8d8 f4d4 d8e8 d4d8 e8e9 d8f8
残局攻杀谱_双马类(03).xqf,双马,马双卒士象全,5ab2/3ka4/N3b3n/9/N8/9/9/9/3p1p3/4K4 w,1,13,a5c6 d8d9 c6b8 d9e9 a7c8 e9d9 c8e7 d9e9 e7c8 e9d9 c8d6 d9e9 d6f7
残局攻杀谱_炮兵类(01).xqf,炮兵仕,炮卒,9/3k5/4P4/9/9/9/2p3c2/3A5/5C3/4K4 w,1,13,f1d1 g3d3 d2e1 d3e3 e0d0 e3g3 e1d2 g3d3 d1d3 c3d3 d2e1 d8d9 e7e8
残局攻杀谱_车双马类(04).xqf,车双马相,车炮卒双士象,5a3/3k3N1/1R1cba3/6N2/5r3/9/9/9/4p4/3K2B2 w,1,13,b7b8 d8d9 g6f8 d9e9 f8d7 e9d9 b8b9 e7c9 b9c9 d9d8 h8f9 d8e8 c9c8
残局攻杀谱_车双马类(05).xqf,车双马,车双卒士象全,4kab2/9/3abR3/1N1N5/9/9/9/7r1/3p5/4K1p2 w,1,13,b6d7 e9e8 d7c9 e8e9 d6c8 e9d9 f7f9 d9d8 f9f8 d8d9 c8e7 d9e9 f8f9
残局攻杀谱_车炮兵类(11).xqf,车炮兵仕双相,车马卒双士,3k1a3/4a4/4P4/2R3C2/9/9/n8/3AB1r2/5p3/2B1K4 w,1,13,c6c9 d9d8 c9c8 d8d9 e2g4 g2g4 g6g9 g4g9 c8c9 d9d8 e7e8 f9e8 c9g9
残局攻杀谱_车炮类(04).xqf,车炮,车卒双士,3ak4/4a4/9/9/2R6/9/6p2/9/5r3/2C1K4 w,1,13,c5g5 e9f9 g5g9 f9f8 g9g8 f8f7 c0c8 e8d7 c8f8 g3f3 g8g4 f7f8 g4f4
残局攻杀谱_车马兵类(18).xqf,车马兵仕,车双马双象,2b6/2N1n4/3kb4/9/3P5/7R1/9/9/5rn2/3AK4 w,1,13,d5d6 d7d8 d6d7 d8d9 d7d8 d9e9 d8d9 e9f9 d9e9 f9f8 h4h8 f8f7 c8d6
残局攻杀谱_车马兵类(19).xqf,车马兵相,车卒双士,3k1a3/2P6/5a3/4RN3/9/9/9/4B4/4p1r2/5K3 w,1,13,e6d6 d9e9 f6d7 e9d9 c8c9 d9d8 d7b8 d8e8 d6e6 e8d8 b8c6 d8d7 e6e7
残局攻杀谱_车马兵类(20).xqf,车马兵双仕,车马卒双士,8R/3Pak3/5ar1N/4n4/p8/9/9/3A5/9/4KA3 w,1,13,i7h9 g7g9 i9i8 f8f9 d8e8 f7e8 i8e8 g9g6 e8a8 f9e9 h9f8 g6h6 a8a6
残局攻杀谱_车马炮兵类(06).xqf,车马炮兵双仕,车马炮卒双士,4ka3/4a4/4R4/4P2N1/3n3C1/9/9/1r1A4c/3KAp3/9 w,1,13,h6f7 e9d9 h5h9 d9d8 e7d7 d8d7 h9h7 d5e7 e6e7 d7d8 e7d7 d8d9 h7h9
残局攻杀谱_车马炮兵类(12).xqf,车马炮兵相,车马卒,4k1N2/5P3/2n6/9/9/9/9/4B3R/2r1p4/3K4C w,1,13,f8f9 e9e8 i2i8 e8e7 i8i7 e7e8 f9e9 e8e9 i7e7 e9f9 e7f7 f9e9 i0i9
残局攻杀谱_车马炮兵类(13).xqf,车马炮兵,车马卒双士,4ka1r1/4aP3/1R5N1/9/9/9/2C5n/9/4p4/5K3 w,1,13,b7b9 e8d9 f8e8 e9e8 h7f6 e8e9 c3c9 d9e8 c9c7 e8d9 f6d7 e9e8 b9b8
残局攻杀谱_车马炮兵类(14).xqf,车马炮兵双仕,车马炮双卒双士,3k1a3/2P6/5a3/4RN3/1np6/9/9/3A4C/3KAp2c/2r6 w,1,13,e6d6 d9e9 f6d7 e9d9 i2i9 f9e8 c8c9 d9d8 d7f8 e8d7 i9i8 f7e8 f8e6
残局攻杀谱_车马炮兵类(20).xqf,车马炮兵相,车炮卒士双象,2b3b2/2NkaP3/c6R1/9/9/9/9/B3p4/3r5/4K2C1 w,1,13,f8e8 d8d9 h7d7 d1d7 h0h9 g9e7 c8e9 e7g9 e9g8 g9e7 e8e9 d9d8 h9h8
残局攻杀谱_车马炮兵类(34).xqf,车马炮兵,车卒士象全,2b2a3/3kaN3/9/7R1/4CPb2/9/9/r8/4p4/5K3 w,1,13,h6d6 e8d7 d6d7 d8e8 f8e6 c9e7 e6g7 e8f8 d7d8 f9e8 d8e8 f8f7 f5f6
残局攻杀谱_车马炮兵类(43).xqf,车马炮兵仕,双马炮双卒士象,1Nba1k3/9/6P2/C8/5c3/4R2n1/5n3/9/3p1p3/3AK4 w,1,13,e4e9 f9f8 g7g8 f8f7 e9e7 c9e7 b9d8 d9e8 a6a7 e7c5 d8b7 c5a7 b7d6
残局攻杀谱_车马炮类(01).xqf,车马炮,马双卒士象,5a3/9/3kb4/2N6/9/6C2/7R1/1n1p5/4p4/5K3 w,1,13,c6b8 d7d8 h3h8 f9e8 g4g8 e8f9 g8g7 f9e8 b8c6 d8d9 h8h9 e8f9 h9f9
残局攻杀谱_车马炮类(02).xqf,车马炮仕相全,车马卒士象全,6b2/4ak1C1/2N2a3/6R2/2b6/3n2B2/1r7/4B4/4Ap3/4KA3 w,1,13,h8h9 g9i7 h9c9 b3b0 e1d0 f1f0 e0f0 b0d0 f0f1 c5e7 c7d9 e8d9 g6g8
残局攻杀谱_车马炮类(03).xqf,车马炮,车炮双卒士象全,3ak1b2/4a4/1c2b4/3NR4/2p6/4C4/9/9/2r2p3/3K5 w,1,13,d6c8 e9f9 e4f4 f9f8 e6f6 e8f7 f6g6 f7e8 c8d6 e8d7 d6f7 f8e8 g6g8
残局攻杀谱_车马炮类(04).xqf,车马炮,车马双卒士象,2b1k4/9/n4a3/1N1R5/6p2/9/9/3C5/4p1r2/5K3 w,1,13,b6d7 e9e8 d7c9 e8e9 d6d9 e9e8 d9f9 e8d8 f9f8 f7e8 f8e8 d8d9 c9d7
残局攻杀谱_车马炮类(05).xqf,车马炮仕双相,车马士双象,2b1k4/4a4/4b4/2r4N1/4C4/9/9/4B4/1n1KA4/6BR1 w,1,13,h6f7 e9f9 e5f5 c6f6 h0h9 e7g9 h9g9 f9f8 g9g8 f8f9 g8e8 f6f5 f7h8
残局攻杀谱_车马炮类(07).xqf,车马炮仕,车马卒士象全,3k1ab2/1R1Na4/4b4/7n1/8C/9/9/r8/3p5/4KA3 w,1,13,i5d5 d9e9 b8b9 e8d9 b9d9 e9e8 d5e5 e7g5 d8e6 g5e7 e6g7 e8f8 d9f9
残局攻杀谱_车马炮类(09).xqf,车马炮双相,双马炮双卒双士象,3akab2/9/9/1n5N1/2p5C/7cR/9/4B4/4p4/1n1K2B2 w,1,13,h6g8 e9e8 i5i8 h4h8 g8f6 e8e9 i4e4 g9e7 i8i9 h8h9 e4e7 d9e8 e7e8
残局攻杀谱_车马炮类(22).xqf,车马炮相,车马炮卒士象,1r1k1c3/1NR1a4/4b4/4C4/9/9/9/4B1n2/3p5/4K4 w,1,13,c8c9 d9d8 b8c6 d8d7 c9c7 d7d8 c7c8 d8d9 c8d8 d9e9 d8e8 e9d9 e8d8
残局攻杀谱_车马炮类(54).xqf,车马炮相,双车炮士象全,2bakab2/3R3r1/9/3N5/9/6C2/9/4B4/9/3K1c1r1 w,1,13,d6f7 h8f8 d8d9 e9e8 f7d6 e8e7 d9e9 f9e8 e9e8 f8e8 d6f5 e7f7 g4f4
残局攻杀谱_车马炮类(72).xqf,车马炮双仕,车双马象,1n3k3/9/4bN3/9/9/2CR5/9/5A3/4AK1n1/6r2 w,1,13,d4d9 f9f8 c4f4 f8e8 f4e4 e7g9 d9e9 e8f8 e9f9 f8e8 f7d6 e8d8 e4d4
残局攻杀谱_车马类(02).xqf,车马仕相全,车炮卒士象全,3a2b2/9/4ka1Nb/9/9/2B3R2/9/3AB4/2r1Ap2c/3K5 w,1,13,h7f6 e7e8 g4g8 e8e7 g8d8 f7e8 d8d4 e7f7 d4f4 f7e7 f6g8 e7d7 f4d4
残局攻杀谱_车马类(09).xqf,车马双仕相,车炮双卒双士,4ka3/9/5a3/2R1p4/6N2/9/9/3A5/3r1p3/4KAB1c w,1,13,c6e6 f9e8 g5f7 e9f9 f7h8 f9e9 e6e8 e9d9 e8e9 d9d8 h8f7 d8d7 e9d9
残局攻杀谱_车马类(21).xqf,车马仕相全,双车卒双士,3k1a3/4a4/9/5r3/N8/2R6/5r3/4B4/4Ap3/4KAB2 w,1,13,c4c9 d9d8 a5b7 d8d7 c9c7 d7d8 c7c4 d8d7 b7c9 d7d8 c4d4 e8d7 d4d7
炮兵类(01).xqf,炮兵仕,炮卒,9/3k5/4P4/9/9/9/2p3c2/3A5/5C3/4K4 w,1,13,f1d1 g3d3 d2e1 d3e3 e0d0 e3g3 e1d2 g3d3 d1d3 c3d3 d2e1 d8d9 e7e8
第122局 双炮胜双士.XQF,双炮,双士,9/4ak3/3a5/9/9/9/9/3K5/C8/2C6 w,2,13,c0f0 f8f9 a1f1 f9e9 d2e2 e9d9 f1d1 d9e9 d1d3 e9f9 d3e3 f9f8 e3f3|c0f0 f8f9 a1f1 f9e9 d2e2 e9d9 f1d1 d9e9 d1d3 e9f9 d3e3 e8d9 e3f3
第134局 马炮士胜炮双象.XQF,马炮仕,炮双象,9/4k4/4b4/c8/2b6/7N1/9/3K5/4A4/4C4 w,3,13,h4f5 a6a7 e1f2 e7c9 f5d6 e8d8 d2e2 a7c7 e0d0 c7d7 d6b7 d7c7 b7c5|h4f5 a6a7 e1f2 e7c9 f5d6 a7d7 d6e4|h4f5 a6f6 f5d6
第140局 马炮士相全胜马士象全（二）.XQF,马炮仕相全,马士象全,3a1kb2/4a4/1n7/9/2b6/6B2/9/B2A3N1/4AC3/4K4 w,4,13,h2i4 b7d6 i4h6 f9f8 h6g8 c5a7 g8f6 d6f5 e1f2 f5g3 f6h7|h2i4 b7d6 i4h6 f9f8 h6g8 f8f9 g8f6 f9e9 e1f2 d6f7 f6d7 e9f9 d7c5|h2i4 b7d6 i4h6 f9e9 e1f2|h2i4 g9e7 i4h6 b7d6 h6f5 d6f7 f5e7
第151局 一车巧胜士象全（二）.XQF,单车,士象全,2b6/1R2ak3/5a3/9/2b6/9/9/9/9/5K3 w,4,13,b8b5 c9e7 b5b9 e8f9 b9b6 f9e8 b6h6 e8d7 h6h7 d7e8 h7h8 f8f9 h8e8|b8b5 c9e7 b5b9 e8f9 b9b6 f8e8 b6f6|b8b5 c9e7 b5b9 c5a7 b9h9 e8d7 h9h7 d7e8 h7h8|b8b6 f8f9 b6h6 f9e9
第15局 双兵巧胜单缺士.XQF,双兵,士双象,3ak1b2/3P5/4b4/4P4/9/9/9/9/9/4K4 w,3,13,e6f6 d9e8 f6g6 e8d7 g6g7 e9f9 g7f7 e7g5 e0f0 g5e7 f7f8 f9e9 f8f9|e6f6 d9e8 f6g6 e8d7 g6g7 d7e8 g7g8 e8d7 g8f8 g9i7 e0f0|e6f6 e9f9 f6f7 e7g5 e0f0
第181局 一车巧胜炮双象（二）.XQF,单车,炮双象,2bk5/R8/b8/7c1/9/9/9/9/9/4K4 w,2,13,a8h8 h6d6 h8h9 d9d8 h9e9 d6d7 e9e5 d7d6 e5d5 d6d7 e0e1|a8h8 h6e6 h8h6 e6e7 h6h9 d9d8 h9e9 e7d7 e9e5 d8d9 e5d5 d9d8 e0e1
第182局 一车巧胜炮双象（三）.XQF,单车,炮双象,6c2/3k5/4b4/9/6b2/7R1/9/9/9/4K4 w,2,13,h4d4 d8e8 d4d5 g9e9 d5d9 g5i7 d9b9 e9g9 b9b7 i7g5 b7b5 g5i7 b5i5|h4d4 d8e8 d4d5 g9e9 d5d9 g5i7 d9b9 e9g9 b9b7 i7g5 b7b5 g9e9 b5b8
第202局 车兵胜马士象全（一）.XQF,车兵,马士象全,3ak4/4a4/4b3b/6P2/2n6/9/9/6R2/9/4K4 w,2,13,g2e2 i7g9 g6g7 e7g5 g7g8 g9e7 g8f8 e8f9 e2h2 d9e8 h2h9 c5e6 f8e8|g2e2 i7g5 g6f6 e7g9 e2e5 c5d7 e5g5
第226局 车低兵单缺相胜车士.XQF,车兵双仕相,车士,4k4/3R1P3/4ra3/9/9/9/9/4BA3/4AK3/9 w,2,13,e1d2 e7b7 f1e1 b7b1 e1e0 b1b7 e0d0 b7a7 d2e1 a7a9 d8d7 f7e8 d7g7|e1d2 e7e2 d8d7 f7e8 d7g7 e9d9 g7c7 d9e9 c7c8 e8d9 f2e1 d9e8 f8e8
第235局 车兵士相巧胜车卒双士.XQF,车兵仕相,车卒双士,4ka3/2P1a4/9/4R1p2/9/9/9/3r5/4K4/3A2B2 w,3,13,e6b6 g6g5 g0i2 d2d9 e1e0 d9a9 c8d8 a9c9 b6g6 c9c5 d8e8 f9e8 g6g9|e6b6 g6g5 g0i2 d2d9 e1e0 d9a9 c8d8 a9c9 b6g6 c9c5 d8e8 e9d9 g6d6|e6b6 g6g5 g0i2 d2d0 b6b9 d0d9 b9c9 d9c9 c8c9
第239局 马低兵巧胜士象全.xqf,马兵,士象全,9/3kaP3/3ab4/6N2/2b6/9/9/9/3K5/9 w,2,13,g6e5 e8f9 e5f7 c5a7 f7h6 d8d9 h6f5 e7g5 f5g7 g5i7 g7f9 i7g9 f8e8|g6e5 e8f9 e5f7 f9e8 f7h6 e7g5 h6i8 g5i7 i8g7 e8f7 g7f9 d8d9 f9h8
第253局 车马相巧胜车双象（一）.XQF,车马相,车双象,4k1b2/9/4b4/2NR5/9/9/2r6/4B4/9/4K4 w,3,13,e0d0 e7g5 d6d9 e9e8 d9d8 e8e9 c6e5 g9e7 e5f7 e9f9 d8e8|e0d0 e7g5 d6d9 e9e8 d9d8 e8e9 c6e5 c3c7 d8d9 e9e8 d9g9|e0d0 c3c5 d6d9 e9e8 d9d8 e8e9 c6a7 c5c7 a7c8 e9f9 d8d9 f9f8 d9g9
第27局 三低兵巧胜马双士.XQF,三兵,马双士,3a1k3/4a1P2/4P2P1/9/4n4/9/9/9/9/4K4 w,4,13,h7g7 f9e9 g8f8 e8f9 e7d7 d9e8 d7d8 e8d7 g7g8 f9e8 g8g9 e5f7 g9f9|h7g7 f9e9 g8f8 e5g6|h7g7 e8d7 g8g9 f9e9 e7d7 d9e8 d7d8 e8d7 g7f7 d7e8 f7f8 e8f7 g9f9|h7g7 e5g6 g8g9 f9e9 e7f7 g6f4 f7f8 f4e6 g7g8
第280局 车炮士相全巧胜车马卒士.XQF,车炮仕相全,车马卒士,9/5k3/5a3/9/4n4/p3r4/5R3/3AB4/8C/2BA1K3 w,1,13,i1e1 e4e2 f3f7 e5f7 c0e2 a4b4 f0f1 b4b3 e1e0 b3c3 e0f0 c3d3 d0e1
第287局 双车难胜车士象全.XQF,双车,车士象全,3ak1b2/4a2R1/4b1r2/9/9/4R4/9/9/9/4K4 w,2,13,h8f8 g7f7 f8g8 e9f9 e4b4 f9e9 b4b7 e9f9 e0e1 f7f1 e1e0 f1f7|h8f8 g7f7 f8g8 e9f9 e4b4 f9e9 b4b7 e9f9 e0e1 f9e9 g8g9 e7g9 b7f7
第34局 一马巧胜单卒（二）.XQF,单马,单卒,9/9/3k3N1/2p6/9/9/9/9/9/4K4 w,3,13,h7f6 d7d8 f6e8 d8d9 e8c7 d9d8 c7a6 d8d9 a6b8 d9d8 b8c6 d8d9 e0e1|h7f6 d7d8 f6e8 c6c5 e8d6 d8d9 e0e1 d9d8 d6b7|h7f6 d7d8 f6e8 d8d7 e8c9 d7d8 e0e1 d8d9 c9b7
第39局 马低兵难胜单缺士.XQF,马兵,士双象,3a2b2/1N1k1P3/9/9/6b2/9/9/9/9/4K4 w,4,13,b8c6 d8d7 e0e1 g9i7 c6e5 d7d8 e5f7 g5e7 f7e5 i7g5 e1e2 e7c5|b8c6 d8d7 e0e1 g9i7 c6e5 d7d8 e5f7 d8d7 e1e2 g5e7 f7e5|b8c6 d8d7 e0e1 g5i7 c6e5 d7e7 e1d1 i7g5 e5g6 e7f7 d1e1 g9i7 f8g8|b8c6 d8d7 e0e1 g5i7 c6e5 d7d8 e5f7
第40局 马高兵胜单缺象.XQF,马兵仕,双士象,2b1k4/4a4/5a3/3P5/9/4N4/9/9/4A4/4K4 w,1,13,d6e6 e9d9 e4c5 e8f9 c5b7 c9a7 e6d6 f9e8 d6c6 e8f9 c6b6 f9e8 b6a6
第43局 马兵难胜士象全.XQF,马兵,士象全,3k5/4aP3/3a4b/3N5/6b2/9/9/9/9/3K5 w,8,13,d6c4 e8f9 c4e5 i7g9 e5g6 g5i7 g6h8 i7g5 h8f9 d9e9|d6c4 e8f9 c4e5 i7g9 e5g6 g5i7 g6h8 i7g5 f8f9 d9d8|d6c4 e8f9 c4e5 i7g9 e5g6 g5i7 g6e7 d9e9 e7g8 i7g5 g8f6 e9d9|d6c4 e8f9 c4e5 i7g9 e5g6 g5i7 g6e7 d9d8 e7f9 d8d9 f8e8|d6c4 e8f9 c4e5 i7g9 e5d7 d9d8|d6c4 e8f9 c4b6 i7g9 b6d7 d9d8 f8f9 g9i7|d6c4 d9e9 c4b6 e8f9 b6d7 e9d9 d0e0 d9d8 d7f6 i7g9 f6h5 g5e7 h5g7|d6c4 e8f7 c4e5
第70局 双马胜马双士（一）.XQF,双马,马双士,3ak4/4a4/5n3/8N/9/2N6/9/9/9/5K3 w,2,13,f0e0 e9f9 i6g7 f9f8 e0f0 e8d7 c4e5 d7e8 f0f1 e8f9 g7h9 f8e8 e5f7|f0e0 e9f9 i6g7 f9e9 c4b6
第77局 双马胜马双象（二）.XQF,双马,马双象,4k4/9/4b4/7N1/2b2Nn2/9/9/9/9/3K5 w,3,13,f5g7 e7g9 h6g8 e9f9 g8e7 f9f8 e7d9 f8f7 g7f5 g9e7 f5d6 g5e6 d9c7|f5g7 e7g9 h6g8 e9f9 g8e7 f9e9 e7c8|f5g7 g5h7 h6f7 e9e8 f7g9
象棋精巧实用残局100局_01弃子_003.XQF,炮双兵相,双车双士象,2brra3/5k3/3a2P2/9/5P3/9/9/5K3/9/2B5C w,2,13,g7f7 f8f7 f5f6 f7f8 f6f7 f8e8 i0d0 c9a7 c0e2 a7c5 f7f8 e8e7 d0e0|g7f7 f8e8 f5e5 e8d8 i0d0 d7e8 f7e7 c9a7 f2e2 d9b9 e7d7 d8d7 e5d5
象棋精巧实用残局100局_01弃子_005.XQF,马炮兵,车卒双士,4ka3/3P5/3a5/5Nr2/9/4C4/9/9/5p3/4K4 w,2,13,d8e8 e9d9 e8e9 d9d8 e4d4 d7e8 f6d5 e8d7 d5f4 g6d6 f4e6 d8e8 d4e4|d8e8 e9d9 e8e9 d9e9 f6d7 e9e8 d7e5
象棋精巧实用残局100局_02停着_018.XQF,双马,双马,3N5/3n5/5k1N1/9/9/9/4n4/9/4K4/9 w,1,13,e1e0 f7e7 h7g9 e7d7 d9f8 d7e7 f8g6 e7d7 g6e5 d7e7 e5g4 e7d7 g4e3
象棋精巧实用残局100局_03捉吃_021.xqf,马兵双仕相,马卒双士,5a3/4ak3/4N1P2/2p6/9/9/9/3A5/9/2B1KAn2 w,1,13,e7f5 g0f2 e0e1 f2e4 f5h6 e8d7 g7g8 f8e8 h6f7 c6c5 c0a2 e8e7 f7g5
象棋精巧实用残局100局_03捉吃_025.xqf,马炮仕相,双马卒双士,3a5/3n1k3/5a2N/9/9/9/9/1p7/2C1K4/2BA4n w,1,13,i7h9 f8f9 c1c9 d9e8 c9c5 d8e6 c5i5 f9e9 i5i9 e8f9 h9i7 f9e8 i9i0
象棋精巧实用残局100局_06禁锢_053.xqf,双马兵,车马士象,3nra3/3k5/2N6/2N6/4P1b2/9/9/5K3/9/9 w,1,13,c7a8 d8e8 a8c9 g5e7 c6e7 e8e7 e5e6 e7e8 e6d6 e8d8 d6d7 d8e8 f2f1
象棋精巧实用残局100局_06禁锢_057.xqf,车炮兵,车炮卒士象全,3C1ab1r/5k3/2c2a2b/8p/5R3/8P/9/9/9/4K4 w,1,13,f5h5 f7e8 h5h8 f8f7 h8h6 f7f8 d9d7 c7b7 d7c7 b7a7 c7b7 a7a9 b7b8
象棋精巧实用残局100局_06禁锢_060.xqf,双车马仕相,双车炮双卒双士,4ka3/3ca4/4R4/2p6/p8/1RN6/r4r3/9/4A4/2B1K4 w,1,13,b4b9 d8d9 c4e5 a3d3 b9a9 c6c5 c0a2 a5a4 a9a4 d9c9 a4a9 c9d9 a9b9
象棋精巧实用残局100局_07阻挡_065.xqf,马炮双兵,双马炮双卒双士象,c4ab2/3n5/N2k1a3/Cn3P3/2P6/9/9/9/2p2p3/4K4 w,2,13,a7c8 b6c8 c5c6 a9c9 a6a9 f7e8 f6e6 c9c6 a9g9|a7c8 b6c8 c5c6 a9c9 a6a9 f9e8 a9g9 c9e9 f6e6 e9e6 c6c7 d7e7 g9g7
车、兵的杀法03.XQF,车兵,单车,3P1R3/4r4/3k5/9/9/9/9/9/9/5K3 w,1,13,d9c9 e8g8 f9e9 g8h8 f0e0 h8g8 e9e4 g8g0 e0e1 g0d0 e4e9 d7d8 e9d9
车双炮_03.xqf,车双炮仕相,车马双卒士象全,2bak4/4a4/4b4/5C3/4CRp2/p8/r8/3nB4/4K4/5A3 w,1,13,e1f1 a3i3 f6e6 i3i1 f1f2 i1i9 f5f7 d2b1 f0e1 b1c3 f7e7 c9e7 e5e7
车双炮攻杀10局_03.xqf,车双炮仕相,车马双卒士象全,2bak4/4a4/4b4/5C3/4CRp2/p8/r8/3nB4/4K4/5A3 w,1,13,e1f1 a3i3 f6e6 i3i1 f1f2 i1i9 f5f7 d2b1 f0e1 b1c3 f7e7 c9e7 e5e7
车双马类(04).xqf,车双马相,车炮卒双士象,5a3/3k3N1/1R1cba3/6N2/5r3/9/9/9/4p4/3K2B2 w,1,13,b7b8 d8d9 g6f8 d9e9 f8d7 e9d9 b8b9 e7c9 b9c9 d9d8 h8f9 d8e8 c9c8
车双马类(05).xqf,车双马,车双卒士象全,4kab2/9/3abR3/1N1N5/9/9/9/7r1/3p5/4K1p2 w,1,13,b6d7 e9e8 d7c9 e8e9 d6c8 e9d9 f7f9 d9d8 f9f8 d8d9 c8e7 d9e9 f8f9
车炮_11.xqf,车炮仕相全,车士象全,7R1/4ak3/3ab4/9/2b6/4r1B2/9/5C3/4A4/3AK1B2 w,1,13,g0e2 e4d4 f2f0 d4d1 h9h1 d1d3 h1h7 d3d1 f0f1 d1d6 e1f2 e8f7 h7f7
